utc_date_time,latitude,longitude,geometry,pm2_5_cf_1,pm10_0_cf_1,pm2_5_atm,pm10_0_atm,pm2_5_cf_1_b,pm10_0_cf_1_b,pm2_5_atm_b,pm10_0_atm_b,pm25_aqi_cf_1,pm25_aqi_atm,pm25_aqi_cf_1_b,pm25_aqi_atm_b,temperature,relative_humidity,calculated_heat_index,wet_bulb_temp,wind_speed
2025-10-03 21:49:04+00:00,33.78145,-84.405105,POINT (-84.405105 33.78145),7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,29.0,29.0,29.0,29.0,,,,,
2025-10-03 21:49:05+00:00,33.781450201916314,-84.40512024725288,POINT (-84.40512024725288 33.781450201916314),7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,29.0,29.0,29.0,29.0,,,,,
2025-10-03 21:49:06+00:00,33.78145051706489,-84.40513624104305,POINT (-84.40513624104305 33.78145051706489),7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,29.0,29.0,29.0,29.0,,,,,
2025-10-03 21:49:07+00:00,33.781450831825346,-84.40515221513644,POINT (-84.40515221513644 33.781450831825346),7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,29.0,29.0,29.0,29.0,,,,,
2025-10-03 21:49:08+00:00,33.78145114658581,-84.40516818922984,POINT (-84.40516818922984 33.78145114658581),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:09+00:00,33.781451461734385,-84.40518418302001,POINT (-84.40518418302001 33.781451461734385),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:10+00:00,33.78145177649485,-84.40520015711341,POINT (-84.40520015711341 33.78145177649485),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:11+00:00,33.781452091643416,-84.40521615090357,POINT (-84.40521615090357 33.781452091643416),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:12+00:00,33.78145240640388,-84.40523212499696,POINT (-84.40523212499696 33.78145240640388),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:13+00:00,33.781452721552455,-84.40524811878714,POINT (-84.40524811878714 33.781452721552455),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:14+00:00,33.78145333215282,-84.40527910675561,POINT (-84.40527910675561 33.78145333215282),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:15+00:00,33.781453608295934,-84.4052931210188,POINT (-84.4052931210188 33.781453608295934),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:16+00:00,33.781453864354155,-84.40530611597332,POINT (-84.40530611597332 33.781453864354155),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:17+00:00,33.781454140109155,-84.40532011053972,POINT (-84.40532011053972 33.781454140109155),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:18+00:00,33.78145439655549,-84.40533312519102,POINT (-84.40533312519102 33.78145439655549),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:19+00:00,33.78145467231049,-84.40534711975744,POINT (-84.40534711975744 33.78145467231049),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:20+00:00,33.78145492836871,-84.40536011471194,POINT (-84.40536011471194 33.78145492836871),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:21+00:00,33.78145520451182,-84.40537412897514,POINT (-84.40537412897514 33.78145520451182),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:22+00:00,33.781455460570044,-84.40538712392966,POINT (-84.40538712392966 33.781455460570044),8.0,8.0,8.0,8.0,5.5,6.0,5.5,6.0,33.0,33.0,23.0,23.0,,,,,
2025-10-03 21:49:23+00:00,33.781455736713156,-84.40540113819284,POINT (-84.40540113819284 33.781455736713156),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:24+00:00,33.78145599277138,-84.40541413314736,POINT (-84.40541413314736 33.78145599277138),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:25+00:00,33.78145624882959,-84.40542712810188,POINT (-84.40542712810188 33.78145624882959),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:26+00:00,33.78145652497271,-84.40544114236506,POINT (-84.40544114236506 33.78145652497271),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:27+00:00,33.781456781030926,-84.4054541373196,POINT (-84.4054541373196 33.781456781030926),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:28+00:00,33.78145705678593,-84.40546813188598,POINT (-84.40546813188598 33.78145705678593),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:29+00:00,33.78145731323226,-84.4054811465373,POINT (-84.4054811465373 33.78145731323226),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:30+00:00,33.781457588987266,-84.4054951411037,POINT (-84.4054951411037 33.781457588987266),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:31+00:00,33.78145784504548,-84.40550813605822,POINT (-84.40550813605822 33.78145784504548),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:32+00:00,33.7814581211886,-84.4055221503214,POINT (-84.4055221503214 33.7814581211886),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:33+00:00,33.781458377246814,-84.40553514527592,POINT (-84.40553514527592 33.781458377246814),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:34+00:00,33.781458633305036,-84.40554814023044,POINT (-84.40554814023044 33.781458633305036),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:35+00:00,33.78145890944815,-84.40556215449364,POINT (-84.40556215449364 33.78145890944815),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:36+00:00,33.78145916550637,-84.40557514944814,POINT (-84.40557514944814 33.78145916550637),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:37+00:00,33.78145944164948,-84.40558916371134,POINT (-84.40558916371134 33.78145944164948),5.5,6.0,5.5,6.0,5.5,5.5,5.5,5.5,23.0,23.0,23.0,23.0,,,,,
2025-10-03 21:49:38+00:00,33.7814596977077,-84.40560215866586,POINT (-84.40560215866586 33.7814596977077),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:39+00:00,33.7814599734627,-84.40561615323227,POINT (-84.40561615323227 33.7814599734627),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:40+00:00,33.78146022990904,-84.40562916788357,POINT (-84.40562916788357 33.78146022990904),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:41+00:00,33.781460505664036,-84.40564316244996,POINT (-84.40564316244996 33.781460505664036),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:42+00:00,33.78146076172226,-84.4056561574045,POINT (-84.4056561574045 33.78146076172226),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:43+00:00,33.78146103786537,-84.40567017166768,POINT (-84.40567017166768 33.78146103786537),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:44+00:00,33.78146129392359,-84.40568316662218,POINT (-84.40568316662218 33.78146129392359),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:45+00:00,33.7814619833111,-84.40571815303821,POINT (-84.40571815303821 33.7814619833111),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:46+00:00,33.7814622590661,-84.40573214760461,POINT (-84.40573214760461 33.7814622590661),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:47+00:00,33.7814625348211,-84.40574614217101,POINT (-84.40574614217101 33.7814625348211),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:48+00:00,33.78146281057611,-84.40576013673741,POINT (-84.40576013673741 33.78146281057611),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:49+00:00,33.78146308633111,-84.40577413130383,POINT (-84.40577413130383 33.78146308633111),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:50+00:00,33.781463362086114,-84.40578812587022,POINT (-84.40578812587022 33.781463362086114),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:51+00:00,33.781463637841114,-84.40580212043663,POINT (-84.40580212043663 33.781463637841114),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:52+00:00,33.78146391398423,-84.40581613469982,POINT (-84.40581613469982 33.78146391398423),5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:53+00:00,33.78146418973923,-84.40583012926623,POINT (-84.40583012926623 33.78146418973923),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:54+00:00,33.78146446549424,-84.40584412383262,POINT (-84.40584412383262 33.78146446549424),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:55+00:00,33.78146474124924,-84.40585811839904,POINT (-84.40585811839904 33.78146474124924),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:56+00:00,33.781465017004244,-84.40587211296544,POINT (-84.40587211296544 33.781465017004244),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:57+00:00,33.78146529275925,-84.40588610753184,POINT (-84.40588610753184 33.78146529275925),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
2025-10-03 21:49:58+00:00,33.78146556851425,-84.40590010209824,POINT (-84.40590010209824 33.78146556851425),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,21.0,21.0,21.0,,,,,
