Waypoints
Date,Name,Latitude,Longitude,Altitude (m),Notes
2025-10-02T17:03:44Z,Start,33.78677, -84.39207,270.75832748413086,"",""
2025-10-02T18:19:10Z,End,33.78651, -84.39207,270.5471465084702,"",""
Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio,Heart Rate (bpm)
2025-10-02T17:35:43Z,2025-10-02T13:35:43Z,1917.9886540174484,33.79306, -84.39498,14.245954343739847,274.300126766786,5.841028196520336,2531.888861601924,2.021655634476926,1.7354600440306687,180.0,230.09486389160156,235.709716796875,11.745011329650879,16.525340078003524,0.0
2025-10-02T17:35:52Z,2025-10-02T13:35:52Z,1925.9888900518417,33.79297, -84.39498,14.245954461166308,275.93727206252515,6.298025730164508,2542.750903498298,1.7931165557125377,0.6046538591711346,180.0,231.18296813964844,236.79782104492188,11.788872718811035,7.369856013832068,0.0
2025-10-02T17:35:57Z,2025-10-02T13:35:57Z,1930.9887909889221,33.79286, -84.39498,14.245954462693208,274.43480041623116,6.9242778448635605,2554.5893616652843,1.51216853780385,1.8490517708227265,180.0,247.39134216308594,253.00619506835938,11.682296752929688,23.255903220694293,0.0
2025-10-02T17:36:03Z,2025-10-02T13:36:03Z,1936.9888960123062,33.79276, -84.39500,14.245954447649932,274.1531228944659,7.20552553731027,2565.9921486712683,1.720361081032557,1.658070525565675,180.38314819335938,232.12989807128906,237.7447509765625,11.725000381469727,-69.70791649631387,0.0
2025-10-02T17:36:10Z,2025-10-02T13:36:10Z,1943.9936660528183,33.79266, -84.39499,14.245954490598155,274.83638844359666,6.240124281288431,2576.8057584059566,1.279076602184629,1.8393163275827575,180.38314819335938,232.12586975097656,237.74072265625,11.755409240722656,-115.10743925795067,0.0
2025-10-02T17:36:17Z,2025-10-02T13:36:17Z,1951.9886209964752,33.79256, -84.39499,14.245954481965043,275.33534848410636,6.280953079284926,2587.9676876980297,1.0694555263603425,1.3401108116541078,180.38314819335938,174.40298461914062,180.01783752441406,11.848566055297852,12.070597259862797,0.0
2025-10-02T17:36:23Z,2025-10-02T13:36:23Z,1957.9885360002518,33.79247, -84.39498,14.245954463508617,275.5743007212877,6.130246623795715,2598.033982848174,1.7147427836994336,1.2542797214667765,180.38314819335938,225.41226196289062,231.02711486816406,11.929378509521484,184.83885521781733,0.0
2025-10-02T17:36:29Z,2025-10-02T13:36:29Z,1963.9953380823135,33.79237, -84.39498,14.245954477288171,276.15258908923715,6.259179266383431,2609.2439293650946,1.4432403555620168,1.9622730558622365,180.26336669921875,258.4651184082031,264.0799865722656,11.654590606689453,-49.916368213262444,0.0
2025-10-02T17:36:37Z,2025-10-02T13:36:37Z,1971.987851023674,33.79227, -84.39498,14.245954565319714,275.95457879826427,5.092831968379184,2620.2465333300493,0.8898574689437141,1.3450432595526862,180.26336669921875,273.63482666015625,279.24969482421875,11.698772430419922,48.85133866350621,0.0
2025-10-02T17:36:44Z,2025-10-02T13:36:44Z,1978.9890689849854,33.79217, -84.39498,14.245954495930283,275.7642588885501,4.84939481086323,2630.759500083043,1.6096098519768267,1.4931598508755732,180.26336669921875,235.9256134033203,241.54046630859375,11.63452434539795,65.4353433323062,0.0
